time,motor_voltage,qei.omega,qei.theta
3.844,2.973051071,0,0.310169317
3.849,3.084636211,0,0.310169317
3.855,3.193902731,0,0.310169317
3.859,3.32183075,0,0.310169317
3.865,3.405107737,0,0.310169317
3.871,3.526895523,0,0.310169317
3.875,3.64479351,0,0.310169317
3.879,3.721156836,0,0.310169317
3.884,3.814020395,0,0.310169317
3.888,3.868324518,0,0.310169317
3.892,3.939043999,0,0.310169317
3.896,4.007799149,0,0.310169317
3.901,4.090919018,0,0.310169317
3.907,4.155108452,0,0.310169317
3.913,4.247458458,0,0.310169317
3.919,4.349086285,0,0.310169317
3.925,4.430818081,0,0.310782887
3.931,4.507466316,0,0.311396457
3.935,4.578921795,0,0.312010027
3.941,4.623623371,0,0.313237168
3.946,4.686199188,1.533980846,0.315077878
3.951,4.734183788,0,0.316611804
3.956,4.778329849,0,0.3187593
3.961,4.826171875,0,0.321520365
3.965,4.85491991,1.533980846,0.324588217
3.97,4.881124973,1.533980846,0.328883208
3.975,4.910275936,1.533980846,0.3331782
3.98,4.935387611,1.533980846,0.337166406
3.984,4.956426144,0,0.341154612
3.988,4.970304966,1.533980846,0.345142849
3.993,4.981544971,1.533980846,0.34943784
3.998,4.991865158,0,0.353732831
4.004,4.998022079,1.533980846,0.358027823
4.01,4.999890804,0,0.361402459
4.015,4.995715618,1.533980846,0.364777095
4.021,4.989566326,1.533980846,0.369072087
4.027,4.975286484,1.533980846,0.373060323
4.032,4.950954914,1.533980846,0.376741744
4.037,4.928519726,0,0.380423166
4.043,4.901879311,1.533980846,0.386558868
4.051,4.864375114,1.533980846,0.393614925
4.059,4.796849728,0,0.399750657
4.066,4.735047817,0,0.405579574
4.074,4.665200233,0,0.412328876
4.082,4.575634003,0,0.417544223
4.088,4.488853455,1.533980846,0.422452785
4.096,4.394343853,1.533980846,0.427668132
4.104,4.277036667,0,0.432883568
4.11,4.166420937,1.533980846,0.438098944
4.118,4.048532486,0,0.443314291
4.126,3.923543692,0,0.449450023
4.135,3.752714396,1.533980846,0.45466537
4.142,3.591620445,1.533980846,0.459573932
4.15,3.443790913,0,0.463868923
4.157,3.267299414,1.533980846,0.467550344
4.162,3.106543779,0,0.46969784
4.166,2.964258909,0,0.471538551
4.17,2.867185593,0,0.473992832
4.176,2.768399477,1.533980846,0.476753898
4.181,2.617124319,1.533980846,0.478901393
4.186,2.488340378,1.533980846,0.481048889
4.192,2.357198715,0,0.48350317
4.198,2.196874142,1.533980846,0.486264236
